,store_name,address
108,フレッシュネスバーガー ,東京都西東京市田無町4-1-1
109,フレッシュネスバーガー ,神奈川県横浜市西区南幸1-2-7横浜西口ビル
110,フレッシュネスバーガー ,神奈川県横浜市西区南幸1-5-1ジョイナスB1F
111,フレッシュネスバーガー ,神奈川県横浜市西区みなとみらい3-5-1マークイズみなとみらい4F
112,フレッシュネスバーガー ,神奈川県横浜市中区山下町89-6 プライムタワー横浜1階
113,フレッシュネスバーガー ,神奈川県横浜市中区伊勢佐木町3-104 登美屋第7ビル
114,フレッシュネスバーガー ,神奈川県横浜市中区真砂町3-33セルテ1F
115,フレッシュネスバーガー ,神奈川県横浜市中区横浜公園　横浜スタジアム1塁側3通路横B売店
116,フレッシュネスバーガー ,神奈川県横浜市中区太田町4-55　横浜馬車道ビル1F
117,フレッシュネスバーガー ,横浜市港北区新横浜2-14-25 アポロ新横浜第2ビル
118,フレッシュネスバーガー ,神奈川県横浜市港南区上大岡西1-6-1 京急百貨店1階スキップゲート
119,フレッシュネスバーガー ,横浜市旭区上白根町1175-1 よこはま動物園ズーラシア内
120,フレッシュネスバーガー ,神奈川県横浜市青葉区青葉台2-6-2 山下ビル
121,フレッシュネスバーガー ,神奈川県横浜市都筑区茅ヶ崎中央6-1 サウスウッド1階
122,フレッシュネスバーガー ,神奈川県川崎市川崎区日進町1-11川崎ルフロン2階
123,フレッシュネスバーガー ,神奈川県川崎市幸区鹿島田1-1-3
124,フレッシュネスバーガー ,神奈川県川崎市中原区小杉町3-472 武蔵小杉東急スクエア1階
125,フレッシュネスバーガー ,神奈川県川崎市中原区木月2-5-3
126,フレッシュネスバーガー ,神奈川県川崎市多摩区菅2-1-29 マルコンボナール1階
127,フレッシュネスバーガー ,神奈川県川崎市多摩区登戸1889 松井ビル
128,フレッシュネスバーガー ,神奈川県川崎市宮前区宮前平1-10-12 桔梗ビル1階101号室
129,フレッシュネスバーガー ,神奈川県相模原市緑区橋本3-29-7
130,フレッシュネスバーガー ,神奈川県鎌倉市由比ガ浜2-3-2
131,フレッシュネスバーガー ,神奈川県藤沢市藤沢2-3-15 トレアージュ白旗A棟1階
132,フレッシュネスバーガー ,神奈川県小田原市中里313-12 小田原ダイナシティ シネウォーク1階
133,フレッシュネスバーガー ,神奈川県海老名市中央1-4-1 ビナウォーク5番館1階
134,フレッシュネスバーガー ,新潟県新潟市八千代2-5-7 万代シティBP2 1階
135,フレッシュネスバーガー ,新潟県新潟市中央区万代3-1-1
136,フレッシュネスバーガー ,富山県高岡市下伏間江383イオンモール高岡西館1階
137,フレッシュネスバーガー ,岐阜県岐阜市柳津町丸野3-3-6　カラフルタウン岐阜1階
